TIME_S,ENGINE_RPM,CYLINDER_HEAD_TEMP,ENGINE_BLOCK_TEMP,EXHAUST_GAS_TEMP,OIL_TEMP,OIL_PRESSURE,OIL_LEVEL,FUEL_FLOW,FUEL_PRESSURE,INJECTION_TIMING,AFR_GUAGE,MANIFOLD_PRESSURE,CARB_AIR_INTAKE_PRESSURE,BAROMETRIC PRESSURE,FLYING_ALT,TEMPARATURE,HUMIDITY,FIRE,BATT_VOLT,BATT_AMP,PROP_RPM,PROPELLER_TORQUE,COOLANT_FLOW_RATE,COOLANT_TEMP,COOLANT_PRESSURE,COOLANT_LEVEL,ENGINE_RUNTIME,ENGINE_MOUNT_VIBRATION,ALTERNATOR_VOLT,ALTERNATOR_AMP,ALTERNATOR_TEMP,STARTER_MOTOR_AMP,TURBO_TARGET_BOOST_PRESSURE,TURBO_SHAFT_SPEED,EXHAUST_BACKPRESSURE,FUEL_LEVEL,FUEL_TEMP,G_FORCE,AIRSPEED,THROTTLE_POSITION
75.283333,1813.1,64.45,57.97,454.47,60.63,0.938,94.91,6.85,0.181,11.43,14.52,31.07,58.79,982.59,850.0,13.29,56.84,0,26.95,1.57,749.0,10.93,8.8,57.29,0.413,96.31,435.28,0.4,27.2,6.95,45.16,0.0,0.93,32610.0,11.76,81.928,18.63,1.001,40.0,7.76
75.3,1828.3,64.68,57.96,458.02,60.65,0.966,94.88,7.03,0.18,11.44,14.42,30.95,59.12,982.54,850.0,13.21,57.21,0,26.95,1.7,757.0,11.29,9.11,57.27,0.419,96.3,435.3,0.4,27.2,6.94,45.51,0.0,0.89,32883.0,11.97,81.928,18.51,1.0,40.0,7.83
75.316667,1827.8,64.52,57.75,455.54,60.48,0.983,94.86,7.07,0.178,11.14,14.36,30.91,59.19,982.6,850.0,13.2,57.88,0,26.94,1.54,754.9,11.03,8.94,57.2,0.423,96.3,435.32,0.4,27.2,6.9,45.26,0.0,0.88,32614.0,11.66,81.928,18.45,1.002,40.0,7.9
75.333333,1816.3,64.33,58.14,455.46,60.45,1.006,94.83,6.97,0.177,11.18,14.43,30.87,59.0,982.51,850.0,13.19,57.72,0,26.91,1.05,750.3,11.45,9.16,57.12,0.424,96.3,435.33,0.4,27.18,6.95,45.31,0.0,0.91,32402.0,11.63,81.928,18.24,0.998,40.0,7.91
75.35,1835.8,63.5,57.84,453.24,60.32,1.076,94.81,6.92,0.178,11.46,14.32,30.75,59.04,982.6,850.0,13.19,57.43,0,26.91,0.9,760.7,12.34,9.02,57.33,0.427,96.31,435.35,0.4,27.18,6.93,46.01,0.0,0.88,32221.0,11.9,81.928,18.09,0.991,40.0,7.89
75.366667,1816.0,62.52,57.5,458.58,60.26,1.05,94.77,7.0,0.176,11.29,14.42,30.62,59.36,982.49,850.0,13.19,57.59,0,26.9,0.8,751.2,12.14,9.14,57.48,0.424,96.3,435.37,0.4,27.17,6.39,45.8,0.0,0.84,32555.0,12.22,81.928,18.11,0.992,40.0,7.87
75.383333,1827.5,62.34,57.64,455.36,60.5,0.993,94.79,6.93,0.177,11.23,14.09,30.56,59.51,982.53,850.0,13.18,57.8,0,26.9,0.82,756.8,12.69,9.32,57.56,0.417,96.29,435.38,0.4,27.17,6.66,45.79,0.0,0.83,32072.0,12.27,81.928,17.69,0.99,40.0,7.83
75.4,1820.9,61.91,57.93,454.38,60.67,0.984,94.8,6.93,0.182,11.11,14.21,30.78,59.57,982.49,850.0,13.17,57.78,0,26.9,1.01,752.1,12.82,9.06,57.69,0.42,96.3,435.4,0.4,27.17,6.58,45.69,0.0,0.85,31939.0,12.15,81.928,17.82,0.99,40.0,7.8
75.416667,1815.1,62.51,58.06,454.44,60.67,0.942,94.79,6.94,0.181,11.09,14.47,30.69,59.16,982.5,850.0,13.17,57.33,0,26.94,1.18,749.1,12.34,9.37,57.73,0.413,96.32,435.42,0.4,27.2,5.92,45.08,0.0,0.82,31794.0,11.65,81.928,17.5,0.986,40.0,7.77
75.433333,1801.3,62.5,58.04,455.59,60.82,0.919,94.74,6.78,0.186,11.28,14.51,30.53,59.17,982.42,850.0,13.14,57.04,0,26.97,1.32,743.0,12.69,9.66,57.5,0.418,96.3,435.43,0.4,27.22,6.37,45.25,0.0,0.8,31517.0,11.09,81.928,17.61,0.984,40.0,7.72
75.45,1789.0,62.38,58.13,451.52,60.53,0.933,94.76,6.7,0.184,11.27,14.36,30.6,58.81,982.39,850.0,13.11,57.01,0,26.98,1.29,736.2,12.1,10.04,57.54,0.434,96.33,435.45,0.4,27.21,6.53,45.29,0.0,0.8,31731.0,11.53,81.928,17.35,0.981,40.0,7.7
75.466667,1802.1,62.93,58.12,453.19,60.46,0.971,94.75,6.74,0.183,11.36,14.56,30.87,59.49,982.36,850.0,13.08,57.21,0,26.99,1.08,741.0,12.0,9.61,57.6,0.436,96.33,435.47,0.4,27.22,6.29,44.79,0.0,0.82,31750.0,12.14,81.928,16.98,0.977,40.0,7.71
75.483333,1798.1,62.73,58.29,451.65,60.51,0.967,94.74,6.7,0.184,11.39,14.6,30.82,59.73,982.36,850.0,13.04,57.61,0,27.0,1.17,740.1,12.24,9.32,57.61,0.428,96.38,435.48,0.4,27.22,6.11,44.51,0.0,0.84,31298.0,11.87,81.928,17.08,0.976,40.0,7.72
75.5,1815.2,63.08,58.13,452.11,60.38,0.994,94.76,7.06,0.186,11.29,14.73,30.87,59.8,982.35,850.0,13.03,57.7,0,26.98,1.22,747.8,11.39,9.07,57.61,0.434,96.41,435.5,0.4,27.2,6.51,44.25,0.0,0.86,31798.0,11.65,81.928,17.04,0.975,40.0,7.78
75.516667,1815.3,63.48,58.19,449.71,60.25,0.995,94.76,7.08,0.189,11.38,14.49,30.75,59.59,982.49,850.0,13.06,57.8,0,26.93,1.01,748.3,12.57,8.96,57.21,0.437,96.43,435.52,0.4,27.18,6.02,44.2,0.0,0.84,31876.0,11.8,81.928,17.33,0.978,40.0,7.84
75.533333,1819.2,63.18,57.7,446.98,60.36,0.979,94.77,7.12,0.185,11.37,14.72,30.77,59.41,982.51,850.0,13.1,57.76,0,26.91,1.38,750.7,12.37,8.52,57.27,0.433,96.42,435.53,0.4,27.16,5.91,44.02,0.0,0.87,31839.0,12.16,81.928,17.39,0.994,40.0,7.88
75.55,1836.9,63.45,57.73,447.19,60.22,0.966,94.76,7.16,0.187,11.66,14.55,30.7,59.85,982.41,850.0,13.08,58.03,0,26.94,1.42,757.5,12.2,8.72,57.19,0.443,96.4,435.55,0.4,27.18,6.08,43.37,0.0,0.83,31831.0,12.3,81.928,17.53,0.992,40.0,7.94
75.566667,1813.4,63.03,58.04,450.75,60.46,0.984,94.75,7.13,0.187,11.62,14.61,30.79,59.68,982.49,850.0,13.09,57.82,0,26.92,1.19,747.3,11.58,8.93,57.02,0.449,96.41,435.57,0.4,27.19,5.9,43.37,0.0,0.84,31384.0,11.82,81.928,16.98,0.986,40.0,7.99
75.583333,1816.8,62.96,58.47,458.35,60.4,0.986,94.75,6.99,0.188,11.64,14.63,30.82,60.12,982.56,850.0,13.06,57.57,0,26.91,1.06,748.8,11.33,9.04,56.89,0.44,96.4,435.58,0.4,27.21,6.82,43.5,0.0,0.82,31565.0,11.38,81.928,16.82,0.989,40.0,7.98
75.6,1813.8,63.14,58.75,461.84,60.09,0.961,94.76,6.81,0.192,11.58,14.74,30.93,60.1,982.43,850.0,13.06,57.82,0,26.92,1.05,746.8,11.69,9.04,56.34,0.429,96.4,435.6,0.4,27.21,6.99,43.72,0.0,0.83,31944.0,10.79,81.928,16.69,0.985,40.0,8.01
75.616667,1823.0,62.99,58.43,459.32,60.19,0.956,94.75,7.0,0.188,11.6,14.69,30.8,60.3,982.57,850.0,13.05,57.2,0,26.93,1.17,750.3,11.67,8.79,56.39,0.433,96.42,435.62,0.413,27.23,6.78,43.93,0.0,0.81,32471.0,10.89,81.928,16.91,0.983,40.0,8.04
75.633333,1820.4,62.64,58.3,460.09,59.95,0.975,94.75,6.99,0.183,11.8,14.56,30.83,60.05,982.57,850.0,13.1,57.42,0,26.9,1.06,748.8,11.01,8.48,56.79,0.425,96.38,435.63,0.4,27.22,6.87,43.62,0.0,0.82,32367.0,11.09,81.928,17.06,0.983,40.0,8.01
75.65,1815.5,62.15,57.97,454.73,60.2,0.943,94.78,6.78,0.187,11.87,14.53,30.76,60.21,982.59,850.0,13.08,57.64,0,26.91,1.0,745.7,10.39,8.36,56.75,0.421,96.39,435.65,0.4,27.22,6.36,43.67,0.0,0.81,31939.0,11.33,81.928,17.3,0.985,40.0,7.98
75.666667,1809.7,61.93,57.76,453.16,60.31,1.005,94.79,6.65,0.187,11.87,14.54,30.87,60.1,982.56,850.0,13.06,57.32,0,26.9,0.93,742.3,10.28,8.59,56.5,0.416,96.36,435.67,0.4,27.23,6.61,44.04,0.0,0.82,31570.0,11.21,81.928,17.0,0.987,40.0,7.93
75.683333,1811.7,62.06,57.43,453.95,60.25,0.983,94.81,6.67,0.185,12.05,14.64,30.94,59.98,982.54,850.0,13.03,57.02,0,26.91,1.03,742.0,10.51,8.89,56.75,0.428,96.37,435.68,0.461,27.24,6.11,43.98,0.0,0.85,31744.0,11.23,81.928,16.77,0.989,40.0,7.87
75.7,1801.0,62.32,57.03,454.37,60.23,0.958,94.82,6.7,0.183,11.97,14.75,31.01,59.54,982.54,850.0,13.0,56.89,0,26.94,1.22,739.0,10.6,8.56,56.94,0.418,96.39,435.7,0.475,27.25,5.99,43.8,0.0,0.86,31823.0,10.92,81.928,16.84,0.99,40.0,7.84
75.716667,1814.1,62.7,57.3,449.92,60.04,0.954,94.79,6.89,0.188,12.12,14.37,30.81,59.46,982.57,850.0,13.03,57.05,0,26.95,1.37,744.6,10.78,8.67,57.05,0.414,96.4,435.72,0.4,27.26,6.03,43.86,0.0,0.85,31784.0,10.95,81.928,16.81,0.995,40.0,7.79
75.733333,1788.6,62.56,57.52,454.95,60.28,0.978,94.77,7.04,0.188,12.04,14.26,30.73,58.87,982.68,850.0,13.07,57.42,0,27.01,1.37,734.1,11.1,8.73,56.93,0.413,96.38,435.73,0.536,27.31,6.61,44.27,0.0,0.84,32121.0,10.85,81.928,16.94,0.999,40.0,7.7
75.75,1804.6,62.81,57.7,448.9,60.56,0.994,94.77,7.0,0.182,11.98,14.2,30.67,58.91,982.74,850.0,13.05,57.25,0,27.03,1.27,741.3,11.17,8.48,56.71,0.407,96.39,435.75,0.619,27.33,6.84,44.6,0.0,0.82,31816.0,11.39,81.928,17.14,0.997,40.0,7.68
75.766667,1813.6,62.45,57.85,447.55,60.86,0.994,94.76,6.94,0.18,12.06,14.37,30.79,59.13,982.78,850.0,13.01,57.71,0,27.03,1.12,744.6,11.04,8.34,56.56,0.402,96.4,435.77,0.754,27.3,6.79,44.66,0.0,0.83,31785.0,11.31,81.928,17.18,0.996,40.0,7.63
75.783333,1814.2,62.85,57.93,451.97,60.58,0.983,94.78,7.07,0.181,11.91,14.32,30.69,58.92,982.77,850.0,12.99,57.78,0,27.03,1.04,745.9,11.12,8.27,56.45,0.41,96.39,435.78,0.4,27.29,6.53,44.56,0.0,0.85,31782.0,11.48,81.928,17.17,0.991,40.0,7.54
75.8,1810.0,62.48,58.05,453.15,60.34,0.901,94.81,7.0,0.184,11.83,14.4,30.55,58.75,982.68,850.0,12.94,57.79,0,27.03,1.08,745.8,11.15,8.59,56.04,0.409,96.4,435.8,0.4,27.29,6.99,44.37,0.0,0.82,31780.0,11.81,81.928,17.17,0.995,40.0,7.47
75.816667,1818.7,62.87,58.22,458.18,60.44,0.899,94.83,7.07,0.179,11.88,14.12,30.42,58.67,982.64,850.0,12.94,57.57,0,27.0,1.13,749.0,10.88,8.74,56.2,0.408,96.4,435.82,0.4,27.27,7.1,43.86,0.0,0.79,32094.0,11.92,81.928,17.14,0.994,40.0,7.4
75.833333,1821.7,63.18,58.61,460.56,60.3,0.865,94.82,7.07,0.181,11.85,14.19,30.64,58.55,982.71,850.0,12.98,57.9,0,26.98,1.22,750.0,11.09,8.37,56.37,0.399,96.4,435.83,0.4,27.25,7.19,43.92,0.0,0.85,32246.0,11.94,81.928,17.28,1.003,40.0,7.38
75.85,1823.4,63.05,58.17,456.63,60.31,0.872,94.81,6.94,0.182,11.77,14.47,30.82,58.51,982.74,850.0,12.95,58.03,0,26.99,1.4,749.7,10.41,8.28,56.31,0.388,96.37,435.85,0.482,27.26,6.49,43.88,0.0,0.85,32230.0,12.25,81.928,17.24,1.0,40.0,7.41
75.866667,1812.5,63.28,58.3,454.54,60.6,0.842,94.83,6.78,0.183,11.8,14.38,30.7,58.69,982.69,850.0,12.95,57.86,0,26.98,1.45,747.6,10.46,8.85,56.75,0.391,96.38,435.87,0.503,27.28,6.69,43.85,0.0,0.84,32167.0,12.4,81.928,17.62,1.006,40.0,7.44
75.883333,1814.2,62.91,58.13,460.76,60.78,0.843,94.84,6.66,0.184,11.71,14.44,30.69,59.01,982.68,850.0,12.96,57.77,0,26.96,1.56,749.1,10.58,8.7,57.08,0.393,96.35,435.88,0.448,27.26,6.88,43.81,0.0,0.83,32228.0,12.57,81.928,17.83,1.002,40.0,7.53
75.9,1810.5,62.79,58.25,458.61,60.7,0.843,94.86,6.68,0.19,11.82,14.48,30.81,59.03,982.81,850.0,12.92,57.94,0,26.96,1.46,746.8,10.0,8.68,57.09,0.399,96.37,435.9,0.438,27.26,6.33,43.65,0.0,0.83,31784.0,12.5,81.928,17.81,0.994,40.0,7.69
75.916667,1804.8,63.12,58.04,461.08,60.5,0.856,94.87,6.73,0.192,11.82,14.5,30.72,59.18,982.86,850.0,12.91,57.58,0,26.97,1.3,742.7,10.27,8.69,57.12,0.395,96.35,435.92,0.62,27.27,6.47,43.81,0.0,0.83,31357.0,12.4,81.928,17.88,0.991,40.0,7.76
75.933333,1817.0,63.37,58.15,464.43,60.54,0.852,94.86,6.79,0.19,11.71,14.31,30.62,59.51,982.89,850.0,12.87,57.84,0,26.97,1.42,749.3,10.12,8.58,56.94,0.409,96.33,435.93,0.709,27.27,6.46,43.21,0.0,0.81,31500.0,11.96,81.928,17.9,0.993,40.0,7.86
75.95,1801.8,63.65,58.12,472.09,60.48,0.89,94.88,6.79,0.198,11.55,14.23,30.73,59.41,983.0,850.0,12.88,57.78,0,26.95,1.24,744.2,10.37,8.45,56.81,0.406,96.35,435.95,0.885,27.26,6.7,43.61,0.0,0.8,31647.0,11.81,81.928,18.35,0.998,40.0,7.96
75.966667,1803.8,63.99,58.15,467.53,60.34,0.882,94.85,6.8,0.195,11.66,14.32,30.81,59.76,983.0,850.0,12.89,57.64,0,26.94,1.34,744.4,10.0,8.68,56.94,0.411,96.35,435.97,1.062,27.24,6.97,43.41,0.0,0.8,31166.0,12.08,81.928,18.14,0.995,40.0,8.07
75.983333,1796.3,63.59,58.13,464.4,60.18,0.891,94.83,6.87,0.194,11.88,14.45,30.83,59.29,982.9,850.0,12.88,57.95,0,26.97,1.34,741.1,10.0,8.35,56.84,0.429,96.35,435.98,0.964,27.28,6.91,43.49,0.0,0.82,31385.0,11.72,81.928,18.32,0.999,40.0,8.21
76.0,1787.5,63.33,58.18,459.72,60.33,0.847,94.84,6.8,0.192,11.93,14.48,30.91,59.03,982.88,850.0,12.81,57.77,0,26.98,1.28,736.9,10.08,8.42,56.94,0.426,96.33,436.0,0.909,27.27,6.94,43.93,0.0,0.8,31092.0,11.35,81.928,18.45,0.997,40.0,8.31
76.016667,1812.8,63.16,58.22,459.72,60.19,0.924,94.86,6.71,0.19,11.78,14.65,30.83,58.89,982.86,850.0,12.79,57.58,0,26.98,1.54,748.2,10.97,8.58,57.02,0.443,96.31,436.02,0.437,27.27,6.54,44.42,0.0,0.82,30739.0,12.11,81.928,18.39,0.995,40.0,8.35
76.033333,1823.4,63.62,57.8,457.99,60.32,0.9,94.87,6.74,0.192,11.95,14.69,30.85,58.4,982.91,850.0,12.79,58.04,0,26.98,1.61,750.9,11.0,8.5,56.9,0.443,96.31,436.03,1.03,27.27,6.57,44.55,0.0,0.81,31286.0,12.08,81.928,18.64,0.994,40.0,8.37
76.05,1826.7,63.84,57.6,463.11,60.22,0.938,94.84,6.86,0.187,12.04,14.69,30.79,58.64,982.88,850.0,12.77,58.41,0,26.95,1.76,750.3,10.96,8.54,57.1,0.447,96.28,436.05,0.642,27.24,6.57,43.97,0.0,0.8,31604.0,12.28,81.928,18.34,1.002,40.0,8.36
76.066667,1815.1,63.99,57.82,463.9,60.27,0.95,94.83,6.92,0.189,12.2,14.77,30.7,58.8,982.86,850.0,12.79,57.88,0,26.94,2.12,746.7,10.45,8.47,56.82,0.454,96.23,436.07,0.722,27.23,6.54,44.41,0.0,0.8,32249.0,12.13,81.928,18.34,1.002,40.0,8.34
76.083333,1819.8,64.39,57.55,465.05,60.13,0.942,94.8,6.92,0.189,11.97,14.73,30.66,59.26,982.85,850.0,12.8,57.98,0,26.97,1.89,749.9,10.0,8.47,56.8,0.45,96.24,436.08,0.954,27.24,6.19,44.62,0.0,0.75,32393.0,11.95,81.928,18.65,1.003,40.0,8.32
76.1,1829.9,64.44,58.41,463.82,59.91,0.928,94.77,6.82,0.188,11.99,14.64,30.76,59.33,982.8,850.0,12.82,58.32,0,26.95,2.04,755.5,10.24,8.71,56.83,0.442,96.24,436.1,1.062,27.23,6.19,44.09,0.0,0.78,32349.0,11.74,81.928,18.54,0.996,40.0,8.29
76.116667,1810.7,64.46,58.28,466.15,59.95,0.957,94.75,6.77,0.186,11.86,14.77,30.65,59.36,982.72,850.0,12.82,57.9,0,26.97,1.9,746.4,10.88,8.74,56.99,0.445,96.22,436.12,0.966,27.25,5.86,44.49,0.0,0.82,33007.0,11.44,81.928,18.6,0.997,40.0,8.27
76.133333,1824.9,64.26,57.95,464.59,60.31,0.936,94.75,6.59,0.188,11.68,14.74,30.59,59.56,982.59,850.1,12.84,57.88,0,26.97,1.72,750.9,10.64,9.05,57.17,0.45,96.27,436.13,1.046,27.26,6.32,44.46,0.0,0.8,32746.0,11.33,81.928,18.43,0.999,40.0,8.26
76.15,1830.9,64.25,57.62,454.73,60.69,0.958,94.76,6.78,0.187,11.61,14.59,30.54,59.19,982.64,850.1,12.83,57.9,0,26.98,1.93,753.9,10.98,8.97,57.35,0.438,96.26,436.15,1.002,27.26,6.55,43.99,0.0,0.78,32578.0,11.25,81.928,18.54,1.006,40.0,8.24
76.166667,1847.9,65.03,57.78,458.87,60.49,1.016,94.76,6.68,0.189,11.59,14.59,30.39,59.83,982.64,850.1,12.81,58.0,0,26.96,1.92,761.4,12.31,9.22,57.42,0.423,96.26,436.17,1.283,27.25,6.84,44.57,0.0,0.77,32316.0,11.53,81.928,18.64,1.001,40.0,8.15
76.183333,1831.8,65.01,57.56,456.12,60.15,0.975,94.73,6.9,0.19,11.65,14.53,30.25,59.61,982.63,850.0,12.83,57.56,0,26.95,1.75,753.2,11.51,9.13,57.57,0.417,96.26,436.18,1.445,27.24,6.72,44.3,0.0,0.8,32413.0,11.29,81.928,18.77,0.998,40.0,8.13
76.2,1848.7,64.76,57.47,447.77,60.66,0.968,94.74,6.72,0.191,11.98,14.38,30.37,59.68,982.67,850.0,12.8,57.47,0,26.95,1.79,761.0,11.48,9.41,57.62,0.413,96.24,436.2,1.6,27.25,6.59,44.33,0.0,0.8,32605.0,11.87,81.928,18.8,0.994,40.0,8.1
76.216667,1841.9,64.57,57.82,441.66,60.77,0.96,94.74,6.62,0.194,11.92,14.5,30.41,59.66,982.7,850.0,12.75,57.26,0,26.93,1.56,755.6,10.43,9.21,57.64,0.413,96.21,436.22,1.145,27.24,6.9,44.03,0.0,0.8,32593.0,12.25,81.928,18.67,0.992,40.0,8.06
76.233333,1840.4,64.71,58.0,443.04,60.69,0.941,94.75,6.55,0.193,11.96,14.45,30.55,59.16,982.52,850.0,12.77,57.61,0,26.93,1.57,755.9,10.58,8.95,57.7,0.414,96.18,436.23,1.323,27.23,6.41,43.33,0.0,0.88,32427.0,11.71,81.928,18.59,0.996,40.0,8.02
76.25,1844.1,64.34,58.01,443.99,60.6,0.982,94.74,6.54,0.198,12.02,14.31,30.46,59.3,982.5,850.0,12.8,57.49,0,26.95,1.48,758.9,10.12,8.69,57.48,0.417,96.21,436.25,1.227,27.24,6.07,43.56,0.0,0.87,32736.0,11.78,81.928,18.93,0.993,40.0,8.03
76.266667,1860.3,63.67,57.98,444.5,60.43,0.96,94.74,6.46,0.2,12.12,14.14,30.34,59.07,982.34,850.0,12.82,57.56,0,26.95,1.33,765.6,10.0,8.95,57.42,0.416,96.2,436.27,1.195,27.25,6.33,43.94,0.0,0.85,32643.0,11.42,81.927,18.99,0.999,40.0,8.07
76.283333,1857.9,63.18,58.08,449.43,60.13,0.97,94.75,6.57,0.196,12.12,14.14,30.36,59.62,982.48,850.0,12.88,57.6,0,26.96,1.4,764.0,10.0,8.76,57.27,0.421,96.2,436.28,1.19,27.25,6.75,43.9,0.0,0.85,32674.0,11.0,81.927,19.08,0.999,40.0,8.12
76.3,1864.7,63.46,58.3,458.54,60.08,0.987,94.73,6.53,0.196,12.0,14.21,30.48,59.72,982.39,850.0,12.89,57.66,0,26.97,1.46,768.1,10.0,8.76,57.61,0.429,96.2,436.3,1.283,27.27,6.79,43.91,0.0,0.84,32770.0,10.91,81.927,18.94,0.995,40.0,8.12
76.316667,1851.7,64.14,58.22,457.2,60.28,0.964,94.75,6.34,0.192,12.11,14.2,30.44,59.71,982.5,850.0,12.84,57.46,0,26.96,1.58,762.5,10.53,8.56,57.36,0.429,96.22,436.32,1.303,27.26,7.17,43.52,0.0,0.84,32660.0,11.15,81.927,19.31,0.993,40.0,8.14
76.333333,1850.5,63.68,58.18,458.06,60.5,0.991,94.69,6.49,0.194,12.3,14.31,30.37,60.05,982.45,850.0,12.82,57.73,0,26.96,1.24,760.7,10.71,8.94,57.37,0.426,96.23,436.33,1.023,27.25,7.88,43.15,0.0,0.8,32922.0,11.8,81.927,19.19,0.988,40.0,8.2
76.35,1851.8,63.27,58.25,457.18,60.77,1.011,94.72,6.81,0.192,12.32,14.57,30.39,59.73,982.41,850.0,12.76,57.39,0,26.96,1.29,763.4,10.35,9.13,57.03,0.438,96.2,436.35,0.811,27.27,7.8,43.59,0.0,0.83,32420.0,11.75,81.927,19.36,0.982,40.0,8.24
76.366667,1831.7,63.17,57.91,460.79,60.92,0.998,94.72,6.69,0.19,12.2,14.27,30.63,59.2,982.33,850.0,12.75,57.5,0,26.94,1.47,757.8,11.3,8.94,57.23,0.432,96.23,436.37,0.551,27.23,7.56,43.6,0.0,0.84,32483.0,11.92,81.927,19.33,0.989,40.0,8.28
76.383333,1835.2,63.56,58.16,456.22,60.84,1.037,94.73,6.78,0.19,12.05,14.28,30.62,58.86,982.19,850.0,12.76,57.57,0,26.92,1.25,759.7,11.65,9.12,57.23,0.438,96.24,436.38,0.475,27.24,7.4,43.76,0.0,0.86,32379.0,11.64,81.927,19.23,0.994,40.0,8.35
76.4,1837.5,63.88,57.79,451.32,61.09,1.097,94.75,6.6,0.189,11.94,14.17,30.6,58.8,982.3,850.0,12.8,57.78,0,26.93,1.33,760.9,11.36,9.04,57.22,0.425,96.25,436.4,0.79,27.25,6.64,43.76,0.0,0.85,32554.0,11.58,81.927,19.52,0.99,40.0,8.38
76.416667,1843.0,63.63,57.95,450.67,61.0,1.069,94.75,6.75,0.189,11.86,14.36,30.59,59.43,982.17,850.0,12.86,57.36,0,26.92,1.29,763.9,12.08,9.18,57.47,0.42,96.24,436.42,0.569,27.24,6.0,43.54,0.0,0.84,32289.0,11.17,81.927,19.53,0.989,40.0,8.41
76.433333,1856.4,63.32,57.8,447.51,61.14,1.08,94.74,6.8,0.185,12.06,14.41,30.69,60.21,982.15,850.0,12.86,57.35,0,26.92,1.37,770.3,10.7,9.4,57.26,0.416,96.2,436.43,0.4,27.25,6.13,43.86,0.0,0.9,32205.0,11.08,81.927,19.09,0.997,40.0,8.37
76.45,1855.5,63.46,58.07,441.16,60.87,1.04,94.74,6.96,0.184,12.16,14.68,30.72,60.09,982.12,850.0,12.91,57.27,0,26.92,1.55,769.1,11.11,9.38,57.44,0.423,96.23,436.45,0.445,27.26,6.06,43.28,0.0,0.89,32404.0,10.79,81.927,18.82,0.994,40.0,8.32
76.466667,1851.2,63.5,58.21,445.92,61.09,1.068,94.73,6.9,0.185,12.01,14.45,31.02,59.59,982.12,850.0,12.93,57.55,0,26.93,1.67,766.1,10.65,9.01,57.49,0.419,96.19,436.47,0.419,27.24,5.79,42.98,0.0,0.89,32663.0,10.9,81.927,18.78,0.995,40.0,8.27
76.483333,1846.5,64.03,58.08,448.93,61.12,1.038,94.73,6.84,0.187,12.28,14.53,31.05,59.76,982.22,850.0,12.91,57.9,0,26.94,1.41,764.1,10.43,9.11,57.67,0.431,96.18,436.48,0.566,27.25,5.35,42.99,0.0,0.9,32700.0,11.29,81.927,18.89,0.998,40.0,8.17
76.5,1842.9,63.79,57.93,456.38,60.93,0.992,94.76,6.85,0.188,11.96,14.48,31.11,59.8,982.09,850.0,12.9,57.94,0,26.92,1.46,762.2,10.38,8.97,57.66,0.434,96.18,436.5,0.4,27.22,5.83,42.65,0.0,0.88,32468.0,10.98,81.927,18.72,0.997,40.0,8.08
76.516667,1826.4,62.88,57.7,458.57,61.06,0.959,94.77,6.81,0.194,11.92,14.47,31.0,59.74,982.1,850.0,12.85,58.18,0,26.96,1.35,755.3,10.28,9.28,57.73,0.43,96.2,436.52,0.4,27.24,5.83,42.19,0.0,0.87,32119.0,11.23,81.927,18.29,0.997,40.0,7.97
76.533333,1826.8,62.47,57.38,457.42,60.91,0.955,94.8,6.87,0.192,11.92,14.47,31.11,59.08,982.06,850.0,12.84,58.61,0,26.93,1.39,753.9,10.42,9.37,57.41,0.421,96.21,436.53,0.4,27.23,6.02,42.04,0.0,0.91,32472.0,11.32,81.927,18.24,0.995,40.0,7.9
76.55,1819.8,63.23,57.28,454.92,61.01,0.96,94.81,6.84,0.189,11.67,14.36,30.98,58.89,982.09,850.0,12.83,58.17,0,26.96,0.9,750.4,10.79,9.3,57.11,0.422,96.23,436.55,0.4,27.25,5.78,42.18,0.0,0.92,32457.0,11.52,81.927,18.2,0.996,40.0,7.79
76.566667,1810.3,63.04,57.41,450.33,61.28,1.006,94.82,6.96,0.189,11.76,14.43,30.7,58.68,982.08,850.0,12.81,57.92,0,26.97,0.89,748.0,11.26,9.05,57.36,0.429,96.25,436.57,0.4,27.25,5.73,42.03,0.0,0.89,32273.0,11.04,81.927,18.14,0.99,40.0,7.74
76.583333,1826.6,62.79,57.5,448.74,61.1,1.056,94.84,7.04,0.192,11.66,14.34,30.65,59.18,982.03,850.0,12.81,58.07,0,26.95,0.93,754.4,11.6,8.93,57.44,0.429,96.26,436.58,0.471,27.23,6.41,42.37,0.0,0.9,32525.0,11.1,81.927,17.68,0.991,40.0,7.7
76.6,1817.2,63.22,57.73,451.71,60.98,1.042,94.82,6.87,0.192,11.77,14.58,30.74,59.53,982.14,850.0,12.79,58.23,0,26.93,0.97,751.1,11.14,8.89,57.49,0.425,96.22,436.6,0.4,27.24,6.09,42.88,0.0,0.91,32651.0,10.81,81.927,18.04,0.992,40.0,7.7
76.616667,1810.2,63.17,57.85,453.69,61.02,1.003,94.83,6.89,0.191,11.77,14.55,30.64,59.52,982.16,850.0,12.85,58.33,0,26.92,0.94,746.9,10.83,9.19,57.3,0.429,96.22,436.62,0.4,27.23,5.88,42.73,0.0,0.84,32790.0,10.73,81.927,17.86,0.987,40.0,7.72
